index,X,Y,FID,STTNKEY,STTNID,NHS,LOCATION,CONFIDENCE,COMMENT,LONGITUDE,LATITUDE,STPOSTAL,AADT,YEAR_GEO,FCLASS,STFIPS,CTFIPS,VERSION
2770,-93.22506574342104,36.79200018391976,1422,29008131,008131,7,US 65 N/O MO 176 S Jct,3, ,-93.225066,36.792001,MO,11128,1999,2,29,213,1
2771,-99.16644674895429,38.12828718516424,1423,20800140,800140,7,5 MILES SOUTHWEST OF LARNED,3, ,-99.166447,38.128288,KS,0,1999, ,20,145,1
2772,-104.52005375394016,37.128352184233165,1424,08000101,000101,1,"ON I-25 3.0 MI S/O SH 12 INTERCHANGE, TRINIDAD",3, ,-104.520053,37.128352,CO,9728,1999,1,8,71,1
2773,-100.55188875024464,31.40847717890591,1425,48000006,000006,0,2042.8MI SW FM2288 SAN ANGELO,3, ,-100.551889,31.408477,TX,4511,2001,6,48,451,1
2774,-100.00162374973206,39.802750186723934,1426,204GQG87,4GQG87,7,8 MILES SOUTHWEST OF NORTON,3, ,-100.001623,39.80275,KS,0,1999, ,20,137,1
2775,-93.8122497439678,41.022421187859656,1427,19000219,000219,7,US 34 1.0 MI W OF I 35 OSCEOLA,3, ,-93.81225,41.022422,IA,4725,1999,2,19,39,1
2776,-93.22506574342104,36.79200018391976,1428,29008133,008133,7,US 65 N/O MO 176 S Jct,3, ,-93.225066,36.792,MO,11027,1999,2,29,213,1
2777,-96.69081474664856,39.123760186091424,1429,20810183,810183,0,0.7 MILES NORTHEAST OF OGDEN,3, ,-96.690815,39.123761,KS,0,1999, ,20,161,1
2778,-104.07713375352768,30.316871177889528,1430,48000007,000007,3,2043.6MI W US 67 MARFA,3, ,-104.077134,30.316871,TX,760,2001,6,48,377,1
2779,-94.67055274476704,43.39961219007358,1431,19000221,000221,0,IA 9 2.5 MI W OF CO N52 ARMSTRONG,3, ,-94.670553,43.399612,IA,1704,1999,6,19,63,1
2780,-99.7533377495008,37.64774218471688,1432,204J0MW3,4J0MW3,7,6 MILES WEST OF FORD,3, ,-99.753338,37.647742,KS,0,1999, ,20,57,1
2781,-93.2464647434408,36.5357111836812,1433,29008201,008201,7,US 65 0.3 Miles N/O MO 86,3, ,-93.246464,36.535711,MO,7466,1999,2,29,213,1
2782,-96.69081774664863,39.123760186091424,1434,20810187,810187,0,0.7 MILES NORTHEAST OF OGDEN,3, ,-96.690818,39.12376,KS,0,1999, ,20,161,1
2783,-96.67564874663452,30.81895017835705,1435,48000010,000010,7,2042.8MI SW BRAZOS R HEARNE,3, ,-96.675648,30.81895,TX,0,2001, ,48,331,1
2784,-94.05161174419072,42.73171818945167,1436,19000222,000222,0,IA 3 WB 0.1 MI W OF CO P66 HUMBOLDT,3, ,-94.051612,42.731718,IA,1991,1999,6,19,91,1
2785,-99.89932774963668,38.20765418523819,1437,204J1341,4J1341,0,8.3 MILES NORTH OF JETMORE,3, ,-99.899328,38.207654,KS,0,1999, ,20,83,1
2786,-93.24646374344093,36.5357111836812,1438,29008203,008203,7,US 65 0.3 Miles N/O MO 86,3, ,-93.246464,36.535711,MO,7486,1999,2,29,213,1
2787,-96.65122174661172,39.25199818621087,1439,20810241,810241,7,4 MILES NORTH OF MANHATTAN,3, ,-96.651222,39.251999,KS,0,1999, ,20,161,1
2788,-95.70787274573333,33.120540180500484,1440,48000013,000013,1,2044.3MI W SH19 SULPHUR SPRING,3, ,-95.707873,33.12054,TX,26015,2001,1,48,223,1
2789,-95.13704574520168,41.17697318800359,1441,19000223,000223,0,IA 48 NB 4.0 MI S OF IA 92 GRISWOLD,3, ,-95.137046,41.176973,IA,1239,1999,6,19,29,1
2790,-100.73800075041795,30.61291217816506,1442,48000014,000014,1,2046.0MI W OF US277N SONORA,3, ,-100.738001,30.612912,TX,7001,2001,1,48,435,1
2791,-95.3437167453942,41.84845018862893,1443,19000224,000224,0,US 59 NB 0.5 MI S OF CO F16 DEFIANCE,3, ,-95.343717,41.84845,IA,2645,1999,6,19,165,1
2792,-98.18152574803707,31.032333178555795,1444,48000015,000015,0,2041.9MI S OF US183 LAMPASAS,3, ,-98.181526,31.032333,TX,5869,2001,2,48,281,1
2793,-99.89932774963668,38.20762218523839,1445,204K13C1,4K13C1,0,8.3 MILES N. OF JETMORE,3, ,-99.899328,38.207622,KS,0,2001, ,20,83,1
2794,-93.38785674357244,36.7336991838656,1446,29008312,008312,0,MO 76 0.3 Miles W/O MO 265,3, ,-93.387857,36.733699,MO,8497,1999,6,29,209,1
2795,-96.65130674661192,39.251999186210966,1447,20810245,810245,7,4 MILES NORTH OF MANHATTAN,3, ,-96.651306,39.251999,KS,0,1999, ,20,161,1
2796,-93.29197974348332,41.78395018856901,1448,19000228,000228,0,IA 117 NB 2.5 MI S OF US 65 MINGO,3, ,-93.29198,41.78395,IA,968,1999,6,19,99,1
2797,-98.09886474796008,33.158179180535626,1449,48000016,000016,7,2041.9MI NW OF SH199 JACKSBORO,3, ,-98.098865,33.15818,TX,4141,2001,2,48,237,1
2798,-94.04196774418163,41.27999618809963,1450,19000230,000230,0,US 169 NB 3.5 M S OF S JCT IA 92 WINTERSET,3, ,-94.041967,41.279996,IA,1702,1999,2,19,121,1
2799,-94.00459474414691,40.099058186999855,1451,29000105,000105,0,RTE. 13 DAVIESS CO. 0.4 MI. S/O COFFEY,3, ,-94.004595,40.099058,MO,0,1999, ,29,61,1
2800,-99.7533377495008,37.647738184716886,1452,204KCNK3,4KCNK3,7,6 MILES W. OF FORD,3, ,-99.753338,37.647738,KS,0,2001, ,20,57,1
2801,-96.61472474657783,32.68198918009221,1453,48000017,000017,7,2041.2MI SE IH635 DALLAS,3, ,-96.614724,32.68199,TX,61494,2001,12,48,113,1
2802,-94.75790574484856,41.39312818820491,1454,19000231,000231,0,IA 148 NB 9.3 MI N OF IA 92 ANITA,3, ,-94.757906,41.393128,IA,757,1999,6,19,29,1
2803,-98.20149174805556,38.36197018538196,1455,208118C1,8118C1,0,1 MILE N. OF LYONS,3, ,-98.201492,38.36197,KS,0,2001, ,20,159,1
2804,-94.7877887448762,39.634136186566806,1456,29000108,000108,1,I-29 BUCHANAN CO. AT ROUTE H OVERPASS,3, ,-94.787789,39.634136,MO,0,1999, ,29,21,1
2805,-99.9080387496449,39.018280185993326,1457,204LDSS7,4LDSS7,1,1 MILE WEST OF WAKEENEY,3, ,-99.908039,39.01828,KS,0,1999, ,20,195,1
2806,-99.75860174950564,32.29757917973427,1458,48000018,000018,3,2043.9MI S OF FM707 ABILENE,3, ,-99.758602,32.29758,TX,8876,2001,2,48,441,1
2807,-95.89898274591134,41.397948188209504,1459,19000100,000100,1,I 29 NB 3 MI N OF S JCT I 680 HONEY CREEK,3, ,-95.898982,41.397948,IA,20960,1999,1,19,155,1
2808,-98.18047474803592,39.78496918670736,1460,20812G07,812G07,7,1 MILE EAST OF MANKATO,3, ,-98.180474,39.784969,KS,0,1999, ,20,89,1
2809,-94.52795174463424,40.034604186939816,1461,29000111,000111,0,RTE. 169 DEKALB CO. S/O KING CITY,3, ,-94.527952,40.034605,MO,0,1999, ,29,63,1
2810,-95.19080474525155,39.00194018597784,1462,20230240,230240,0,1.5 MILES NORTHEAST OF LAWRENCE,2, ,-95.190805,39.00194,KS,0,1999, ,20,45,1
2811,-102.11544375170068,32.70528818011377,1463,48000019,000019,0,2042.4MI W OF FM829 LAMESA,3, ,-102.115444,32.705288,TX,1288,2001,6,48,115,1
2812,-93.77661374393456,41.56000918836048,1464,19000101,000101,1,I-35 NBO 1.3 MI N OF GRAND AVE WEST DES MOINES,3, ,-93.776614,41.560009,IA,0,1999, ,19,153,1
2813,-98.16001774801695,39.05207418602453,1465,20821TG7,821TG7,0,0.5 MILES WEST OF LINCOLN,3, ,-98.160018,39.052074,KS,0,1999, ,20,105,1
2814,-95.27974674533444,40.16092218705744,1466,29000182,000182,1,IS 29 3.2 Mi. N/O Rt. 118,3, ,-95.279746,40.160922,MO,0,1999, ,29,87,1
2815,-95.48660874552728,38.78253618577366,1467,20230560,230560,0,4 MILES EAST OF OVERBROOK,3, ,-95.486609,38.782536,KS,0,1999, ,20,45,1
2816,-98.16001974801696,39.05207418602453,1468,2082DTG7,82DTG7,0,0.5 MILES W. OF LINCOLN,3, ,-98.16002,39.052075,KS,0,2001, ,20,105,1
2817,-94.42270874453632,30.72381517826829,1469,48000020,000020,7,2044.0MI S US 190 WOODVILLE,3, ,-94.422708,30.723815,TX,7990,2001,2,48,457,1
2818,-94.04930774418852,40.13241918703079,1470,29000188,000188,1,2.2 MI. N OF RTE B - DAVIESS COUNTY,3,In Ctfips 61,-94.049307,40.132419,MO,0,1999, ,29,61,1
2819,-101.5767427511991,38.46746518548025,1471,2026DD87,26DD87,0,12 MILES W. OF SCOTT CITY,2,Located in adjacent county,-101.576743,38.467465,KS,0,2001, ,20,71,1
2820,-98.18047474803592,39.78496918670736,1472,2083EG07,83EG07,7,1 MILE E. OF MANKATO,3, ,-98.180474,39.784969,KS,0,2001, ,20,89,1
2821,-94.7943077448824,39.7770751866999,1473,29000194,000194,0,RTE. 6 BUCHANAN CO. JUST WEST OF I-29,3, ,-94.794307,39.777075,MO,0,1999, ,29,21,1
2822,-97.1697377470948,39.56645318650396,1474,20270703,270703,0,5.8 MILES EAST OF CLIFTON,3, ,-97.169737,39.566453,KS,0,1999, ,20,27,1
2823,-98.09648374795776,37.23903918433633,1475,2083O9W3,83O9W3,0,6.2 MILES SOUTHWEST OF HARPER,3, ,-98.096484,37.239039,KS,0,1999, ,20,77,1
2824,-94.80320174489056,39.76186218668567,1476,29000196,000196,7,RTE 169 S/O MESSANIE,3, ,-94.803202,39.761862,MO,0,1999, ,29,21,1
2825,-98.46728274830312,38.83801718582527,1477,20270707,270707,0,1 MILE NORTH OF WILSON,3,Not on NHPN,-98.467282,38.838018,KS,0,1999, ,20,0,1
2826,-98.10124374796214,37.238989184336106,1478,2083OAS3,83OAS3,0,6.2 MILES E. OF ATTICA,3, ,-98.101243,37.238989,KS,0,2001, ,20,77,1
2827,-94.8317857449174,39.74642318667146,1479,29000198,000198,7,RTE 36 E/O 22ST/OVERHEAD,3, ,-94.831786,39.746424,MO,0,1999, ,29,21,1
2828,-98.46734174830316,38.83801618582532,1480,20271415,271415,0,1 MILE NORTH OF WILSON,3,Not on NHPN,-98.467342,38.838016,KS,0,1999, ,20,0,1
2829,-93.55393374372714,39.707995186635685,1481,29000206,000206,7,RTE. 65 LIVINGSTON CO. S/O CHILLICOTHE,3, ,-93.553934,39.707995,MO,0,1999, ,29,117,1
2830,-97.3628797472744,37.71369918477836,1482,20280083,280083,0,AMIDON AVENUE NORTH OF FIFTEENTH ST  IN WICHITA,3, ,-97.36288,37.713699,KS,0,1999, ,20,173,1
2831,-98.11599774797604,39.414639186362415,1483,2084Q4W5,84Q4W5,0,3 MILES SOUTH OF BELOIT,3, ,-98.115998,39.41464,KS,0,1999, ,20,123,1
2832,-97.02942674696396,32.67587118008657,1484,48000191,000191,1,204.4MI E TARRANT CO L DALLAS,3, ,-97.029427,32.675871,TX,156304,2001,11,48,113,1
2833,-95.80003574581906,40.94414718778682,1485,19000102,000102,1,I 29 NB 4 MI S OF US 34 PACIFIC JCT,3, ,-95.800036,40.944147,IA,12152,1999,1,19,129,1
2834,-97.03649174697053,32.75950518016435,1486,48000192,000192,1,204.1MIW DALLAS CO L ARLINGTON,3, ,-97.036491,32.759505,TX,0,2001, ,48,439,1
2835,-93.57005274374228,42.35370918909962,1487,19000104,000104,1,I 35 NBO 3 MI N OF IA 175 JEWELL,3, ,-93.570053,42.353709,IA,20201,1999,1,19,79,1
2836,-97.45526574736068,32.791975180194534,1488,48000193,000193,1,204W END L WORTH BRDG FT WORTH,3, ,-97.455265,32.791975,TX,0,2001, ,48,439,1
2837,-96.10281674610104,41.9768801887488,1489,19000105,000105,1,I 29 NB 3.8 MI S OF IA 175 ONAWA W,3, ,-96.102817,41.97688,IA,12016,1999,1,19,133,1
2838,-101.83599375144053,33.68950218103037,1490,48000194,000194,1,204.3MI S FM1294 LUBBOCK,3, ,-101.835994,33.689502,TX,16110,2001,1,48,303,1
2839,-99.7533377495008,37.64773918471683,1491,20290251,290251,7,6 MILES WEST OF FORD,3, ,-99.753338,37.64774,KS,0,1999, ,20,57,1
2840,-98.12115374798076,39.461368186406034,1492,2084Q4W7,84Q4W7,0,.7 MILES SOUTHWEST  OF BELOIT,1,Poor Location Description,-98.121154,39.461368,KS,0,1999, ,20,0,1
2841,-94.64802074474608,39.15790418612335,1493,29000440,000440,1,I-635 PLATTE CO. 0.3 MILE N/O KANSAS S/L,3,Not in Ctfips 83 but in 165,-94.648021,39.157904,MO,39282,1999,11,29,165,1
2842,-93.75044474391032,42.07826518884309,1494,19000312,000312,0,E26 2.7 EB MI W OF CO RD R38 BOONE,3,Not on NHPN,-93.750444,42.078266,IA,1337,1999,7,19,0,1
2843,-102.31421575188598,31.856614179323284,1495,48000195,000195,1,204.2MI W MIDLAND CO L ODESSA,3, ,-102.314216,31.856614,TX,19796,2001,1,48,135,1
2844,-95.66952174569744,43.1340281898262,1496,19000400,000400,0,CO RD B30 0.5 MI E OF CO L48 PRIMGHAR,2,Not on NHPN,-95.669522,43.134029,IA,28,1999,9,19,0,1
2845,-100.12775774984948,37.76612418482714,1497,20290500,290500,7,3.3 MILES WEST OF DODGE CITY,3, ,-100.127758,37.766124,KS,0,1999, ,20,57,1
2846,-98.11599774797604,39.41453618636239,1498,2085E4W5,85E4W5,0,3 MILES S. OF BELOIT,3, ,-98.115997,39.414537,KS,0,2001, ,20,123,1
2847,-93.22526874342104,38.793536185784085,1499,29000441,000441,3,RTE 65 3.0 MILES N/O RTES H-HH,3, ,-93.225269,38.793537,MO,0,1999, ,29,159,1
2848,-102.27855675185263,31.878370179343623,1500,48000196,000196,1,204.6MI E MIDLAND CO L ODESSA,3, ,-102.278556,31.87837,TX,13856,2001,17,48,329,1
2849,-101.0546037507128,39.36012418631174,1501,202B24C5,2B24C5,0,1.8 MILES SOUTH OF COLBY,3,Uncertain if it lies N or S of I-70,-101.054604,39.360124,KS,808,1999,6,20,193,1
2850,-94.01417674415592,41.12898518795895,1502,19000406,000406,0,LOCAL ROAD 2.0 MI E OF US 169 LORIMOR,1,Poor Location Description,-94.014176,41.128986,IA,73,1999,8,19,0,1
2851,-97.27294874719084,31.259120178767088,1503,48000197,000197,1,204S OF BELL-FALLS CO L TEMPLE,3, ,-97.272949,31.25912,TX,54014,2001,1,48,27,1
2852,-98.12128574798088,39.46131618640583,1504,2085E4W7,85E4W7,0,0.7 MILES S.W.  OF BELOIT,1,Poor Location Description,-98.121286,39.461317,KS,0,2001, ,20,0,1
2853,-94.02899074416972,41.10371118793546,1505,19000407,000407,0,CO ROAD H23 2.0 MI E OF US 169 LORIMOR,2,Not on NHPN,-94.028991,41.103712,IA,83,1999,7,19,0,1
2854,-94.34380074446288,39.21436818617576,1506,29000470,000470,0,"MO 210, 3.5 mi. E/O IS435",3,Not on NHPN,-94.343801,39.214368,MO,0,1999, ,29,0,1
2855,-100.40187575010486,35.226969182462305,1507,48000198,000198,1,2048.7MI W US 83 SHAMROCK,3, ,-100.401876,35.226969,TX,0,2001, ,48,483,1
2856,-101.0546037507128,39.36010218631152,1508,202CE4C5,2CE4C5,0,1.8 MILES S. OF COLBY,3,Uncertain whether or not if it is N or S of I-70,-101.054604,39.360102,KS,0,2001, ,20,193,1
2857,-98.25892274810911,37.869698184923486,1509,20870420,870420,7,5 MILES SOUTHWEST OF ARLINGTON,3, ,-98.258923,37.869698,KS,0,1999, ,20,155,1
2858,-94.65837374475582,39.25191718621091,1510,29000487,000487,1,I-29 PLATTE CO. KC S/O RTE. 152,3, ,-94.658374,39.251917,MO,0,1999, ,29,165,1
2859,-95.15008274521368,43.23981118992487,1511,19000500,000500,7,US 71 SB 0.2 KM S OF CO RD B14        FOSTORIA,3, ,-95.150082,43.239811,IA,8264,1999,2,19,41,1
2860,-95.70474074573028,39.05147318602422,1512,20109021,109021,0,WEST TENTH ST. EAST OF PLASS ST. IN TOPEKA,3,Not on NHPN,-95.704741,39.051473,KS,0,1999, ,20,0,1
2861,-95.96694274597462,39.14369518611016,1513,20890240,890240,0,1 MILE NORTHWEST OF ROSSVILLE,3, ,-95.966943,39.143695,KS,0,1999, ,20,177,1
2862,-94.10502674424026,33.45155718080871,1514,48000199,000199,1,204.4MI W US 59 TEXARKANA,3, ,-94.105026,33.451557,TX,57403,2001,11,48,37,1
2863,-94.5893067446916,39.25550818621422,1515,29000488,000488,7,RTE. 169 CLAY CO. KC S/O RTE. 152,3, ,-94.589307,39.255508,MO,0,1999, ,29,47,1
2864,-95.6823837457095,39.031288186005554,1516,20109022,109022,0,SOUTH TOPEKA BLVD.NORTH OF HAMPTON  ST. IN TOPEKA,3, ,-95.682384,39.031288,KS,0,1999, ,20,177,1
2865,-94.37409974449108,41.115707187946605,1517,19000502,000502,0,IA 186 EB @ ENTRANCE TO GREEN VALLEY STATE PARK,2,Not on NHPN,-94.374099,41.115707,IA,0,1999, ,19,0,1
2866,-95.57407274560865,39.04436118601768,1518,20890400,890400,0,2 MILES EAST OF TOPEKA,3, ,-95.574072,39.044361,KS,0,1999, ,20,177,1
2867,-97.5852737474817,26.08789117395077,1519,48000201,000201,5,204.6MI N OF SH100 SAN BENITO,3, ,-97.585274,26.087891,TX,41677,2001,2,48,61,1
2868,-94.43683074454952,41.77686018856235,1520,19000600,000600,0,CO RD F25 0.1 MI W OF CO P18 SPRINGBROOK,3,Not on NHPN,-94.436831,41.77686,IA,206,1999,7,19,0,1
2869,-100.00662974973672,34.369261181663425,1521,48000202,000202,3,204.8MI E FM 2875 CHILDRESS,3, ,-100.006629,34.369261,TX,7729,2001,2,48,75,1
2870,-95.67517174570264,39.05050318602316,1522,20109023,109023,0,JACKSON ST. SOUTH OF SEVENTH ST.    IN TOPEKA,2,Not on NHPN,-95.675172,39.050503,KS,0,1999, ,20,0,1
2871,-95.77030374579128,39.04909618602187,1523,208CPG04,8CPG04,1,I-470 S OF 10TH ST IN TOPEKA,3, ,-95.770304,39.049096,KS,0,1999, ,20,177,1
2872,-94.46257374457356,39.23468818619477,1524,29000489,000489,1,I-35 CLAY CO. KC S/O RTE. 152,3, ,-94.462574,39.234688,MO,0,1999, ,29,47,1
2873,-93.72604974388764,41.76430418855057,1525,19000601,000601,0,LOCAL ROAD 0.5 MI W OF IA 415 POLK CITY,2,No route sign given,-93.72605,41.764304,IA,0,1999, ,19,153,1
2874,-95.45090874549396,29.21037017685898,1526,48000203,000203,7,204.8MI N SH227 ANGLETON,2,Couldn't find SH227,-95.450909,29.210371,TX,21537,2001,2,48,39,1
2875,-95.68238474570944,39.03127718600536,1527,20109026,109026,0,SOUTH TOPEKA BLVD. NORTH OF HAMPTON ST. IN TOPEKA,3, ,-95.682385,39.031277,KS,0,1999, ,20,177,1
2876,-97.97360574784328,38.63147718563312,1528,208DVH77,8DVH77,0,SERVOIR N. OF DAM,2,Poor Location Description,-97.973606,38.631477,KS,0,1999, ,20,53,1
2877,-94.52339774463,38.90529118588801,1529,29000491,000491,5,RTE 71 S/O BLUE RIDGE BLVD,3, ,-94.523398,38.905292,MO,0,1999, ,29,95,1
2878,-93.60820674377784,41.594906188393104,1530,19000700,000700,1,I 235 EBC AT PENNSYLVANIA AVE DES MOINES,3, ,-93.608207,41.594906,IA,0,1999, ,19,153,1
2879,-94.87852574496078,29.291706176934664,1531,48000204,000204,1,204S END GALVESTON CAUSEWAY BR,3, ,-94.878526,29.291706,TX,0,2001, ,48,167,1
2880,-95.65960474568828,39.08166118605232,1532,20109027,109027,0,TYLER ST. NORTH OF LAURENT ST IN TOPEKA,2,Not on NHPN,-95.659604,39.081661,KS,0,1999, ,20,0,1
2881,-97.96122674783186,38.5800001855851,1533,208FPEK1,8FPEK1,0,2.8 MILES S. OF KANOPOLIS DAM,3, ,-97.961227,38.58,KS,0,2001, ,20,53,1
2882,-94.5763767446794,38.94035418592068,1534,29000492,000492,1,I-435 E/O HOLMES RD,3, ,-94.576377,38.940354,MO,0,1999, ,29,95,1
2883,-96.04105074604352,29.239059176885625,1535,48000022,000022,0,2046.5MI S OF LP183 WHARTON,3, ,-96.041051,29.23906,TX,3496,2001,7,48,481,1
2884,-95.69088774571742,39.03895218601246,1536,20109029,109029,0,CLAY STREET NORTH OF FOURTEENTH IN TOPEKA,3,Not on NHPN,-95.690888,39.038952,KS,0,1999, ,20,0,1
2885,-97.96156574783208,38.600445185604094,1537,208FPFV7,8FPFV7,0,SERVIOR S. OF DAM,2,Poor Location Description,-97.961566,38.600445,KS,0,1999, ,20,53,1
2886,-94.41965474453352,39.046196186019245,1538,29000495,000495,1,"IS 70, Kansas City W/O Noland Rd.",3, ,-94.419654,39.046196,MO,0,1999, ,29,95,1
2887,-97.1697257470946,39.56645318650396,1539,20140009,140009,0,5.8 MILES EAST OF CLIFTON,3, ,-97.169726,39.566453,KS,0,1999, ,20,27,1
2888,-97.9354737478078,37.65873918472703,1540,208HON45,8HON45,0,0.7 MILES SOUTH K 17-US 54 JCT.,1,"Not on NHPN, Rt 303 unknown",-97.935474,37.658739,KS,363,1999,7,20,0,1
2889,-94.44387674455608,39.10260718607173,1541,29000497,000497,0,RTE 24 E/O STERLING AVE,3, ,-94.443877,39.102607,MO,0,1999, ,29,95,1
2890,-95.77030874579144,39.0491021860218,1542,20140150,140150,1,I470 SOUTH OF 10TH IN TOPEKA,3, ,-95.770309,39.049102,KS,0,1999, ,20,177,1
2891,-97.9354747478078,37.657411184725895,1543,208HONC5,8HONC5,0,0.8 MI. S. OF US-54 & K17 JCT. (MIDWAY),1,"Not on NHPN, Rt 303 is unknown",-97.935475,37.657411,KS,0,2001, ,20,0,1
2892,-95.89404074590652,38.42591618544167,1544,20160353,160353,1,2.0 MILES WEST OF K-131 I.C. NORTH OF LEBO,3, ,-95.894041,38.425917,KS,0,1999, ,20,31,1
2893,-94.5939617446959,39.07836818604915,1545,29000499,000499,1,I-35 JACKSON CO. 0.8 MI. N.E. OF KANSAS STATE LINE,3, ,-94.593962,39.078369,MO,0,1999, ,29,95,1
2894,-93.57848674375008,41.60938618840652,1546,19000702,000702,1,I 235 NBI BTWN GUTHRIE AVE & EASTON BLVD DES MOINE,3, ,-93.578487,41.609386,IA,0,1999, ,19,153,1
2895,-95.70471874573036,39.05145518602433,1547,208HPG03,8HPG03,0,WEST TENTH ST. EAST OF PLASS ST. IN TOPEKA,3,Not on NHPN,-95.704719,39.051455,KS,0,1999, ,20,0,1
2896,-93.77661474393472,41.56001218836037,1548,19000706,000706,1,I-35 NB 1.3 MI N OF GRAND AVE WEST DES MOINES,3, ,-93.776615,41.560013,IA,0,1999, ,19,153,1
2897,-99.75089074949872,33.09711018047874,1549,48000023,000023,3,2044.4MI S OF US380 HASKELL,3, ,-99.750891,33.09711,TX,3415,2001,2,48,207,1
2898,-96.024375746028,37.06804118417704,1550,20160357,160357,7,0.1 MILES WEST OF NIOTAZE,2, ,-96.024376,37.068041,KS,0,1999, ,20,19,1
2899,-94.77612174486556,39.52422618646444,1551,29000401,000401,0,RTE. Z PLATTE CO. AT WEST EDGE OF DEARBORN,3,Not on NHPN,-94.776122,39.524227,MO,0,1999, ,29,0,1
2900,-95.6992797457253,39.06850818603992,1552,208HPGO3,8HPGO3,1,I-70 EAST OF MACVICA STREET IN TOPEKA,3, ,-95.69928,39.068508,KS,0,1999, ,20,177,1
2901,-100.82796075050165,33.992789181313015,1553,48000024,000024,0,2041.2MI S US 62 MATADOR,3, ,-100.82796,33.992789,TX,786,2001,7,48,345,1
2902,-93.34061774352853,38.341354185363,1554,29000405,000405,3,RTE. 65 BENTON CO. 1.6 MI. S/O RTE. AC,3, ,-93.340618,38.341354,MO,0,1999, ,29,15,1
2903,-95.69089474571749,39.03893818601255,1555,208IPFS5,8IPFS5,0,CLAY STREET NORTH OF FOURTEENTH IN TOPEKA,3,Not on NHPN,-95.690894,39.038938,KS,0,1999, ,20,0,1
2904,-97.02793174696257,37.16027318426291,1556,20180771,180771,7,3.7 MILES NORTH OF ARKANSAS CITY,3, ,-97.027932,37.160274,KS,0,1999, ,20,35,1
2905,-100.24541474995908,35.25817118249147,1557,48000025,000025,0,2041.9MI N IH 40 SHAMROCK,3, ,-100.245415,35.258171,TX,1963,2001,6,48,483,1
2906,-93.99093574413428,38.46418118547729,1558,29000406,000406,7,RTE. 7 HENRY CO. S/E URICH,3, ,-93.990936,38.464181,MO,0,1999, ,29,83,1
2907,-96.75566974670907,37.67190218473933,1559,20180775,180775,2,1.5 MILES EAST OF LEON,3, ,-96.75567,37.671902,KS,0,1999, ,20,15,1
2908,-95.67521074570276,39.050460186023145,1560,208JPG01,8JPG01,0,JACKSON ST. SOUTH OF SEVENTH ST.    IN TOPEKA,2,Not on NHPN,-95.675211,39.05046,KS,0,1999, ,20,0,1
2909,-94.52604174463242,39.07223218604361,1561,29000408,000408,1,I-70 JACKSON CO. JUST WEST OF VAN BRUNT,3, ,-94.526041,39.072233,MO,0,1999, ,29,95,1
2910,-96.64732674660804,33.12660918050629,1562,48000026,000026,0,2042.3MI S FM 1378 MCKINNEY,3,Not on NHPN,-96.647326,33.126609,TX,8746,2001,16,48,0,1
2911,-101.3634107510003,37.629333184699696,1563,201J0M41,1J0M41,0,2.5 MILES NORTH OF ULYSSES,3, ,-101.363411,37.629333,KS,0,1999, ,20,67,1
2912,-95.67629074570392,39.07070518604194,1564,208K1GO5,8K1GO5,0,TYLER ST. NORTH OF LAURENT ST IN TOPEKA,2,Not on NHPN,-95.67629,39.070705,KS,0,1999, ,20,0,1
2913,-93.44617774362676,38.97810118595583,1565,29000410,000410,1,I-70 SALINE CO. 1.7 MI. W/O RTE. 127,3, ,-93.446177,38.978101,MO,0,1999, ,29,195,1
2914,-97.10064774703028,33.269356180639136,1566,48000027,000027,0,2041.0MI NE LP288 DENTON,3, ,-97.100648,33.269356,TX,6249,2001,7,48,121,1
2915,-101.3634107510003,37.629333184699696,1567,201KCMG1,1KCMG1,0,2.5 MILES N. OF ULYSSES,3, ,-101.363411,37.629333,KS,0,2001, ,20,67,1
2916,-94.27154574439548,39.03321218600718,1568,29000419,000419,0,"MO 7,  0.2 MILE N/O I-70",3, ,-94.271545,39.033212,MO,0,1999, ,29,95,1
2917,-98.568056748397,39.509307186450535,1569,20900230,900230,0,1.3 MILES WEST OF DOWNS,3, ,-98.568056,39.509307,KS,0,1999, ,20,141,1
2918,-99.39206674916431,27.48436817525135,1570,48000028,000028,0,2044.9MI E OF US83 LAREDO,3, ,-99.392066,27.484368,TX,0,2001, ,48,479,1
2919,-94.50954874461712,39.30315218625861,1571,29000420,000420,1,I-435 1.0 MILE N/O 108TH ST,3, ,-94.509548,39.303152,MO,0,1999, ,29,47,1
2920,-94.72342574481648,38.9656231859443,1572,20460356,460356,1,0.5 MILES SOUTHWEST OF 87TH ST        INTERCHANGE,3, ,-94.723425,38.965623,KS,0,1999, ,20,91,1
2921,-100.50211775019824,28.772695176451244,1573,48000029,000029,3,2047.1MI S SH 131 EAGLE PASS,3, ,-100.502118,28.772695,TX,4810,2001,2,48,323,1
2922,-100.1277567498496,37.76612318482727,1574,20460QC7,460QC7,7,3.3 MILES WEST OF DODGE CITY,3, ,-100.127756,37.766123,KS,0,1999, ,20,57,1
2923,-93.25781374345132,38.70584818570239,1575,29000430,000430,7,RTE 50 0.2 MILE W/O STATE FAIR BLVD,3, ,-93.257813,38.705848,MO,0,1999, ,29,159,1
2924,-100.87014175054104,37.81920718487645,1576,202JOT01,2JOT01,7,8.2 MILES SOUTH OF GARDEN CITY,3, ,-100.870142,37.819207,KS,3880,1999,2,20,55,1
